variant_id,narrative
V0022,Create Purchase Order Item (handled by resource user_060) Receive Order Confirmation (handled by resource user_063) (+4h) Record Goods Receipt (handled by resource user_056) (+1d) Vendor creates invoice (+10h) Record Invoice Receipt (handled by resource user_235) (+4d) Remove Payment Block (handled by resource user_015) (+45d) Clear Invoice (handled by resource user_002) (+35d)
V0023,Create Purchase Order Item (handled by resource user_084) Change Quantity (handled by resource user_084) (+33d) Record Goods Receipt (handled by resource batch_03) (+5d) Vendor creates invoice (+10h) Record Invoice Receipt (handled by resource user_235) (+6d) Clear Invoice (handled by resource user_002) (+59d)
V0024,Create Purchase Requisition Item (handled by resource user_432) Create Purchase Order Item (handled by resource user_407) (+15h)
V0025,Create Purchase Order Item (handled by resource user_036) Change Price (handled by resource user_036) (+1d) Vendor creates invoice (+4d) Record Goods Receipt (handled by resource user_029) (+1d) Record Invoice Receipt (handled by resource user_018) (+1d) Clear Invoice (handled by resource user_005) (+56d)
V0026,Create Purchase Requisition Item (handled by resource user_451) Create Purchase Order Item (handled by resource user_042) (+7h) Vendor creates invoice (+4d) Record Invoice Receipt (handled by resource user_013) (+2d) Record Goods Receipt (handled by resource user_029) (+4d) Remove Payment Block (handled by resource batch_02) (+8h) Clear Invoice (handled by resource user_002) (+20d)
V0027,Create Purchase Order Item (handled by resource user_138) Record Goods Receipt (handled by resource user_138) (+1m) Record Invoice Receipt (handled by resource batch_01) (+187d)
V0028,Create Purchase Order Item (handled by resource user_057) Receive Order Confirmation (handled by resource user_029) (+2h) Record Goods Receipt (handled by resource user_034) (+15d) Vendor creates invoice (+13h) Record Invoice Receipt (handled by resource user_235) (+4d)
V0029,Create Purchase Requisition Item (handled by resource user_450) Create Purchase Order Item (handled by resource batch_04) (+6h) Delete Purchase Order Item (handled by resource user_060) (+5d)
V0030,Create Purchase Requisition Item (handled by resource user_325) Create Purchase Order Item (handled by resource batch_03) (+3d) Receive Order Confirmation (handled by resource user_029) (+6h) Vendor creates invoice (+8d) Record Goods Receipt (handled by resource user_030) (+12h) Record Invoice Receipt (handled by resource user_013) (+22d)
V0031,Create Purchase Requisition Item (handled by resource user_451) Create Purchase Order Item (handled by resource user_036) (+7h) Vendor creates invoice (+4d) Record Goods Receipt (handled by resource user_029) (+2d) Record Invoice Receipt (handled by resource user_013) (+35d) Remove Payment Block (handled by resource user_015) (+6d)
V0032,Create Purchase Order Item (handled by resource user_038) Change Price (handled by resource user_038) (+6h) Record Goods Receipt (handled by resource user_029) (+7d) Vendor creates invoice (+6h) Record Invoice Receipt (handled by resource user_012) (+66d) Clear Invoice (handled by resource user_002) (+7d)
V0033,Create Purchase Requisition Item (handled by resource user_059) Create Purchase Order Item (handled by resource user_059) (+16h) Receive Order Confirmation (handled by resource user_029) (+25m) Record Goods Receipt (handled by resource user_030) (+3d) Vendor creates invoice (+16h) Record Invoice Receipt (handled by resource user_235) (+7d) Clear Invoice (handled by resource user_002) (+77d)
V0034,Create Purchase Order Item (handled by resource user_102) Change Quantity (handled by resource user_102) (+29d) Record Goods Receipt (handled by resource user_086) (+4d)
V0035,Create Purchase Order Item (handled by resource user_084) Vendor creates invoice (+19d) Change Quantity (handled by resource user_084) (+18h) Record Goods Receipt (handled by resource batch_03) (+3d) Record Invoice Receipt (handled by resource user_001) (+11d) Clear Invoice (handled by resource user_002) (+50d)
V0036,Create Purchase Requisition Item (handled by resource user_447) Create Purchase Order Item (handled by resource batch_03) (+5h) Receive Order Confirmation (handled by resource user_029) (+4h) Record Goods Receipt (handled by resource user_030) (+1d) Vendor creates invoice (+13h) Record Invoice Receipt (handled by resource user_235) (+6d) Remove Payment Block (handled by resource user_015) (+65d) Clear Invoice (handled by resource user_005) (+13d)
V0037,Create Purchase Order Item (handled by resource batch_00) Receive Order Confirmation (handled by resource batch_00) Delete Purchase Order Item (handled by resource user_117) (+7d)
V0038,Create Purchase Requisition Item (handled by resource user_484) Create Purchase Order Item (handled by resource user_064) (+13h) Receive Order Confirmation (handled by resource user_029) (+34m) Vendor creates invoice (+8d) Record Goods Receipt (handled by resource user_030) (+13h) Record Invoice Receipt (handled by resource user_020) (+26d) Clear Invoice (handled by resource user_002) (+44d)
V0039,Create Purchase Order Item (handled by resource user_178) Receive Order Confirmation (handled by resource user_204) (+11d) Record Goods Receipt (handled by resource user_152) (+7d)
V0040,Create Purchase Order Item (handled by resource user_063) Receive Order Confirmation (handled by resource user_029) (+1d) Vendor creates invoice (+11d) Record Goods Receipt (handled by resource user_056) (+15h) Record Invoice Receipt (handled by resource user_007) (+13d) Remove Payment Block (handled by resource user_006) (+12d) Clear Invoice (handled by resource user_002) (+47d)
V0041,Create Purchase Order Item (handled by resource user_078) Change Quantity (handled by resource user_078) (+5d) Record Goods Receipt (handled by resource user_076) (+32d) Vendor creates invoice (+7d) Record Invoice Receipt (handled by resource user_013) (+60d) Remove Payment Block (handled by resource user_023) (+4d) Clear Invoice (handled by resource user_002) (+6d)
V0042,Create Purchase Order Item (handled by resource user_172) Record Goods Receipt (handled by resource batch_12) (+21d) Record Goods Receipt (handled by resource batch_12) (+7d) Rework observed: Record Goods Receipt was repeated (seen in 572 cases).
V0043,Create Purchase Requisition Item (handled by resource batch_17) Create Purchase Order Item (handled by resource batch_03) (+5h) Receive Order Confirmation (handled by resource user_029) (+5h) Record Goods Receipt (handled by resource user_065) (+11d) Vendor creates invoice (+9h) Record Invoice Receipt (handled by resource user_235) (+9d) Remove Payment Block (handled by resource user_015) (+31d)
V0044,Create Purchase Order Item (handled by resource user_033) Vendor creates invoice (+23d) Record Goods Receipt (handled by resource user_034) (+17h) Record Invoice Receipt (handled by resource user_020) (+6d) Change Price (handled by resource user_037) (+42d) Remove Payment Block (handled by resource batch_00) (+1m) Clear Invoice (handled by resource user_002) (+17d)
V0045,Create Purchase Order Item (handled by resource user_075) Vendor creates invoice (+7d) Record Goods Receipt (handled by resource user_077) (+6d) Record Invoice Receipt (handled by resource user_013) (+27d) Remove Payment Block (handled by resource user_015) (+4d)
V0046,Create Purchase Requisition Item (handled by resource batch_17) Create Purchase Order Item (handled by resource user_063) (+11h) Receive Order Confirmation (handled by resource user_029) (+6h) Record Goods Receipt (handled by resource user_030) (+22d)
V0047,Create Purchase Order Item (handled by resource user_167) Change Quantity (handled by resource user_167) (+21d) Vendor creates invoice (+30d) Record Goods Receipt (handled by resource user_168) (+2d) Record Invoice Receipt (handled by resource user_020) (+17d) Remove Payment Block (handled by resource batch_00) (+1d) Clear Invoice (handled by resource user_002) (+34d)
V0048,Create Purchase Order Item (handled by resource user_424) Record Goods Receipt (handled by resource user_034) (+4h) Vendor creates invoice (+11h) Record Invoice Receipt (handled by resource user_235) (+28d) Remove Payment Block (handled by resource user_015) (+18d)
V0049,Create Purchase Order Item (handled by resource user_063) Receive Order Confirmation (handled by resource user_029) (+41m) Vendor creates invoice (+4d) Record Invoice Receipt (handled by resource batch_00) (+12h) Record Goods Receipt (handled by resource user_056) (+10d) Remove Payment Block (handled by resource user_006) (+4h) Clear Invoice (handled by resource user_002) (+66d)
V0050,Create Purchase Requisition Item (handled by resource user_451) Create Purchase Order Item (handled by resource user_036) (+8h) Record Invoice Receipt (handled by resource batch_00) (+4d) Vendor creates invoice (+5h) Record Goods Receipt (handled by resource user_029) (+1d) Remove Payment Block (handled by resource user_015) (+5h) Clear Invoice (+37d)
V0051,Create Purchase Order Item (handled by resource user_574) Receive Order Confirmation (handled by resource user_029) (+1d) Vendor creates invoice (+14d) Record Goods Receipt (handled by resource user_107) (+11h) Record Invoice Receipt (handled by resource user_235) (+3d)
V0052,Create Purchase Order Item (handled by resource user_045) Vendor creates invoice (+30d) Record Goods Receipt (handled by resource user_048) (+5d) Record Goods Receipt (handled by resource user_048) (+2m) Record Invoice Receipt (handled by resource user_013) (+23d) Clear Invoice (handled by resource user_002) (+14d) Rework observed: Record Goods Receipt was repeated (seen in 463 cases).
V0053,Create Purchase Requisition Item (handled by resource batch_17) Create Purchase Order Item (handled by resource user_325) (+9h) Vendor creates invoice (+13d) Record Invoice Receipt (handled by resource user_235) (+2d) Record Goods Receipt (handled by resource user_137) (+5d) Remove Payment Block (handled by resource batch_02) (+17h)
V0054,Create Purchase Order Item (handled by resource user_045) Release Purchase Order (handled by resource user_045) (+5d) Change Approval for Purchase Order (handled by resource user_045) (+7m)
V0055,Create Purchase Requisition Item (handled by resource user_449) Create Purchase Order Item (handled by resource user_060) (+2d) Receive Order Confirmation (handled by resource user_029) (+1h) Delete Purchase Order Item (handled by resource user_060) (+6d)
V0056,Create Purchase Requisition Item (handled by resource batch_17) Create Purchase Order Item (handled by resource user_326) (+2d) Receive Order Confirmation (handled by resource user_029) (+9m) Vendor creates invoice (+3d) Record Goods Receipt (handled by resource batch_03) (+3d) Record Invoice Receipt (handled by resource user_019) (+11d) Remove Payment Block (handled by resource user_015) (+20h) Clear Invoice (handled by resource user_002) (+66d)
V0057,Create Purchase Requisition Item (handled by resource user_468) Create Purchase Order Item (handled by resource user_033) (+18h) Record Goods Receipt (handled by resource user_107) (+15d) Vendor creates invoice (+1d) Record Invoice Receipt (handled by resource user_013) (+28d) Remove Payment Block (handled by resource user_015) (+6d)
V0058,Create Purchase Order Item (handled by resource user_136) Record Invoice Receipt (handled by resource user_001) (+2d) Vendor creates invoice (+7h) Record Goods Receipt (handled by resource user_136) (+9h) Remove Payment Block (handled by resource batch_02) (+18h) Clear Invoice (handled by resource user_015) (+41d)
V0059,Create Purchase Requisition Item (handled by resource batch_16) Create Purchase Order Item (handled by resource user_103) (+2d) Record Goods Receipt (handled by resource user_074) (+4d) Vendor creates invoice (+9d) Record Invoice Receipt (handled by resource user_019) (+28d) Remove Payment Block (handled by resource user_015) (+8d) Clear Invoice (+29d)
V0060,Create Purchase Order Item (handled by resource user_079) Change Price (handled by resource user_039) (+13d) Record Goods Receipt (handled by resource user_188) (+6d) Vendor creates invoice (+18d) Record Invoice Receipt (handled by resource user_013) (+81d) Remove Payment Block (handled by resource user_015) (+2d) Clear Invoice (handled by resource user_005) (+13d)
V0061,Create Purchase Order Item (handled by resource user_089) Change Quantity (handled by resource user_089) (+6d) Vendor creates invoice (+43d) Record Invoice Receipt (handled by resource user_012) (+22d) Record Goods Receipt (handled by resource batch_03) (+22d) Remove Payment Block (handled by resource batch_02) (+12h) Clear Invoice (handled by resource user_002) (+7d)
V0062,Create Purchase Order Item (handled by resource user_172) Record Goods Receipt (handled by resource user_131) (+3h) Record Service Entry Sheet Vendor creates invoice (+4d) Record Invoice Receipt (handled by resource user_006) (+8d) Clear Invoice (handled by resource user_002) (+61d)
V0063,Create Purchase Requisition Item (handled by resource batch_08) Create Purchase Order Item (handled by resource user_407) (+14h) Change Quantity (handled by resource user_407) (+25d) Record Goods Receipt (handled by resource user_127) (+2d)
V0064,Create Purchase Order Item (handled by resource batch_10) Record Goods Receipt (handled by resource batch_10) Record Service Entry Sheet
V0065,SRM: Created (handled by resource batch_00) SRM: Complete (handled by resource batch_00) (+1h) SRM: Awaiting Approval (handled by resource batch_00) SRM: Document Completed (handled by resource batch_00) SRM: In Transfer to Execution Syst. (handled by resource batch_00) SRM: Ordered (handled by resource batch_00) SRM: Change was Transmitted (handled by resource batch_00) Create Purchase Order Item (handled by resource user_000) Vendor creates invoice (+1d) Record Goods Receipt (handled by resource user_000) (+5d) Record Invoice Receipt (handled by resource user_007) (+13d) Clear Invoice (handled by resource user_002) (+43d)
V0066,Create Purchase Order Item (handled by resource user_052) Record Goods Receipt (handled by resource user_107) (+7d) Record Invoice Receipt (handled by resource user_019) (+4d) Vendor creates invoice (+6h) Clear Invoice (handled by resource user_002) (+62d)
V0067,Create Purchase Requisition Item (handled by resource batch_16) Create Purchase Order Item (handled by resource user_574) (+13h) Change Price (handled by resource user_039) (+4d) Vendor creates invoice (+19d) Record Goods Receipt (handled by resource user_107) (+3d) Record Invoice Receipt (handled by resource user_020) (+4d) Clear Invoice (handled by resource user_002) (+34d)
V0068,Create Purchase Order Item (handled by resource user_602) Change Approval for Purchase Order (handled by resource user_603) (+56m)
V0069,Create Purchase Order Item (handled by resource user_192) Record Goods Receipt (handled by resource user_188) (+16d) Vendor creates invoice (+14h) Record Invoice Receipt (handled by resource user_013) (+15d) Change Price (handled by resource user_039) (+21h) Remove Payment Block (handled by resource user_006) (+4h) Clear Invoice (handled by resource user_002) (+69d)
V0070,Create Purchase Requisition Item (handled by resource user_451) Create Purchase Order Item (handled by resource user_040) (+9h) Record Invoice Receipt (handled by resource batch_00) (+3d) Vendor creates invoice (+5h) Record Goods Receipt (handled by resource user_029) (+17h) Remove Payment Block (handled by resource batch_02) (+8h)
V0071,Create Purchase Order Item (handled by resource user_147) Change Delivery Indicator (handled by resource user_147) (+11d)
V0072,Create Purchase Order Item (handled by resource user_172) Vendor creates invoice (+14h) Record Goods Receipt (handled by resource batch_12) (+8d) Change Price (handled by resource user_071) (+75d) Record Invoice Receipt (handled by resource user_001) (+9d) Clear Invoice (handled by resource user_002) (+1d)
V0073,Create Purchase Requisition Item (handled by resource batch_11) Create Purchase Order Item (handled by resource user_167) (+17h) Change Price (handled by resource user_167) (+18h) Record Goods Receipt (handled by resource user_168) (+26d)
V0074,Vendor creates invoice Create Purchase Order Item (handled by resource user_109) (+59d) Record Invoice Receipt (handled by resource user_013) (+23h) Record Goods Receipt (handled by resource user_193) (+7d) Remove Payment Block (handled by resource batch_02) (+16h) Clear Invoice (handled by resource user_002) (+2d)
V0075,Create Purchase Requisition Item (handled by resource batch_17) Create Purchase Order Item (handled by resource batch_03) (+4h) Receive Order Confirmation (handled by resource user_029) (+6h) Vendor creates invoice (+5d) Record Goods Receipt (handled by resource user_030) (+8h) Record Invoice Receipt (handled by resource user_235) (+1d) Remove Payment Block (handled by resource user_015) (+42d)
V0076,Create Purchase Order Item (handled by resource user_084) Change Quantity (handled by resource user_084) (+82d) Record Goods Receipt (handled by resource batch_03) (+12h) Vendor creates invoice (+9d) Record Invoice Receipt (handled by resource user_013) (+28d)
V0077,Create Purchase Requisition Item (handled by resource batch_16) Create Purchase Order Item (handled by resource user_057) (+12h) Change Quantity (handled by resource user_057) (+11d) Vendor creates invoice (+2d) Record Goods Receipt (handled by resource user_034) (+13h) Record Invoice Receipt (handled by resource user_013) (+34d)
V0078,Vendor creates invoice Create Purchase Order Item (handled by resource user_602) (+16d) Change Approval for Purchase Order (handled by resource user_603) (+3h) Record Invoice Receipt (handled by resource user_359) (+1d)
V0079,Create Purchase Order Item (handled by resource user_040) Cancel Goods Receipt (handled by resource batch_11) (+2d) Vendor creates debit memo (+75d) Cancel Invoice Receipt (handled by resource user_015) (+106d)
V0080,Create Purchase Order Item (handled by resource user_084) Delete Purchase Order Item (handled by resource user_084) (+10h) Change Approval for Purchase Order (handled by resource user_084)
V0081,Create Purchase Order Item (handled by resource user_417) Vendor creates invoice (+11d) Record Invoice Receipt (handled by resource user_235) (+2d) Remove Payment Block (handled by resource user_015) (+5h) Record Goods Receipt (handled by resource user_031) (+2d) Clear Invoice (handled by resource user_002) (+97d)
V0082,Create Purchase Requisition Item (handled by resource user_417) Create Purchase Order Item (handled by resource user_417) (+12h) Change Approval for Purchase Order (handled by resource user_059) (+5d) Receive Order Confirmation (handled by resource user_029) (+1h) Record Goods Receipt (handled by resource user_065) (+21m) Vendor creates invoice (+13h) Record Invoice Receipt (handled by resource user_235) (+5d) Clear Invoice (+109d)
V0083,Vendor creates invoice Create Purchase Order Item (handled by resource user_134) (+8d) Record Goods Receipt (handled by resource batch_02) (+2d) Record Invoice Receipt (handled by resource user_015) (+69d) Remove Payment Block (handled by resource user_015) (+4m) Clear Invoice (handled by resource user_005) (+1d)
V0084,Create Purchase Requisition Item (handled by resource batch_16) Create Purchase Order Item (handled by resource user_057) (+14h) Change Quantity (handled by resource user_068) (+21h) Record Goods Receipt (handled by resource user_058) (+20d) Vendor creates invoice (+11h) Record Invoice Receipt (handled by resource user_235) (+16d)
V0085,Create Purchase Requisition Item (handled by resource user_480) Create Purchase Order Item (handled by resource user_142) (+18h) Record Goods Receipt (handled by resource batch_06) (+15d) Record Goods Receipt (handled by resource batch_06) (+11d) Rework observed: Record Goods Receipt was repeated (seen in 200 cases).
V0086,Create Purchase Order Item (handled by resource user_040) Change Price (handled by resource user_040) (+3h) Vendor creates invoice (+2d) Record Goods Receipt (handled by resource user_029) (+2d) Record Invoice Receipt (handled by resource user_013) (+35d) Remove Payment Block (handled by resource batch_00) (+34d) Clear Invoice (handled by resource user_002) (+3d)
V0087,Create Purchase Requisition Item (handled by resource batch_08) Create Purchase Order Item (handled by resource user_142) (+2d) Change Quantity (handled by resource user_142) (+21h) Vendor creates invoice (+45d) Record Goods Receipt (handled by resource user_080) (+4d) Record Invoice Receipt (handled by resource user_019) (+16d) Clear Invoice (handled by resource user_002) (+22d)
V0088,Create Purchase Order Item (handled by resource user_042) Cancel Goods Receipt (handled by resource user_224) (+32m) Vendor creates debit memo (+11d) Cancel Invoice Receipt (handled by resource user_001) (+16d) Clear Invoice (handled by resource user_002) (+28d)
V0089,Create Purchase Order Item (handled by resource user_036) Change Price (handled by resource user_040) (+1d) Vendor creates invoice (+2d) Record Invoice Receipt (handled by resource user_015) (+11h) Record Goods Receipt (handled by resource user_029) (+6h) Remove Payment Block (handled by resource batch_02) (+9h) Clear Invoice (handled by resource user_002) (+62d)
V0090,Create Purchase Order Item (handled by resource user_574) Receive Order Confirmation (handled by resource user_029) (+2d) Vendor creates invoice (+14d) Record Goods Receipt (handled by resource user_107) (+4d) Record Invoice Receipt (handled by resource batch_00) (+9d) Remove Payment Block (handled by resource user_015) (+7d)
V0091,Create Purchase Order Item (handled by resource user_045) Cancel Goods Receipt (handled by resource batch_14) (+14d) Cancel Invoice Receipt (handled by resource batch_01) (+182d)
V0092,Create Purchase Order Item (handled by resource user_325) Vendor creates invoice (+9d) Record Invoice Receipt (handled by resource user_235) (+2d) Record Goods Receipt (handled by resource user_137) (+11d) Remove Payment Block (handled by resource batch_02) (+9h)
V0093,Create Purchase Order Item (handled by resource user_060) Receive Order Confirmation (handled by resource user_029) (+19m) Record Goods Receipt (handled by resource user_155) (+10d) Record Invoice Receipt (handled by resource user_020) (+8h) Vendor creates invoice (+7h) Clear Invoice (handled by resource user_002) (+69d)
V0094,Create Purchase Order Item (handled by resource user_147) Change Approval for Purchase Order (handled by resource user_146) (+6h) Vendor creates invoice (+8d) Record Goods Receipt (handled by resource batch_06) (+3d) Record Invoice Receipt (handled by resource user_019) (+19h) Clear Invoice (handled by resource user_002) (+89d)
V0095,Create Purchase Order Item (handled by resource user_045) Cancel Goods Receipt (handled by resource user_369) (+5d)
V0096,Create Purchase Order Item (handled by resource user_045) Record Goods Receipt (handled by resource user_049) (+12d) Record Goods Receipt (handled by resource user_049) (+4m) Vendor creates invoice (+11h) Record Invoice Receipt (handled by resource user_019) (+7d) Clear Invoice (handled by resource user_002) (+66d) Rework observed: Record Goods Receipt was repeated (seen in 177 cases).
V0097,Create Purchase Requisition Item (handled by resource user_286) Create Purchase Order Item (handled by resource user_286) (+23h) Change Quantity (handled by resource user_286) (+8d)
V0098,Create Purchase Order Item (handled by resource user_102) Change Quantity (handled by resource user_102) (+1d) Vendor creates invoice (+43d) Record Goods Receipt (handled by resource user_258) (+4d) Record Invoice Receipt (handled by resource user_235) (+2d)
V0099,Create Purchase Requisition Item (handled by resource user_558) Release Purchase Requisition (handled by resource user_558) (+1d) Create Purchase Order Item (handled by resource user_591) (+2m) Record Goods Receipt (handled by resource user_098) (+29d)
V0100,Create Purchase Order Item (handled by resource user_147) Change Quantity (handled by resource user_141) (+33d) Change Quantity (handled by resource user_141) (+51m) Record Goods Receipt (handled by resource batch_06) (+8d) Vendor creates invoice (+10h) Record Invoice Receipt (handled by resource user_012) (+1d) Clear Invoice (handled by resource user_002) (+61d) Rework observed: Change Quantity was repeated (seen in 145 cases).
V0101,Create Purchase Order Item (handled by resource user_172) Record Goods Receipt (handled by resource user_173) (+42m) Record Service Entry Sheet Vendor creates invoice (+10d) Record Invoice Receipt (handled by resource user_019) (+13d) Remove Payment Block (handled by resource user_006) (+7d) Clear Invoice (handled by resource user_002) (+22d)
V0102,Create Purchase Order Item (handled by resource user_052) Change Quantity (handled by resource user_052) (+4d) Change Quantity (handled by resource user_052) (+2d) Vendor creates invoice (+14d) Record Goods Receipt (handled by resource user_053) (+5d) Record Invoice Receipt (handled by resource user_006) (+12d) Clear Invoice (handled by resource user_002) (+54d) Rework observed: Change Quantity was repeated (seen in 137 cases).
V0103,Create Purchase Order Item (handled by resource user_079) Vendor creates invoice (+20d) Change Quantity (handled by resource user_187) (+5d) Record Goods Receipt (handled by resource user_188) (+7m) Record Invoice Receipt (handled by resource user_019) (+9d) Remove Payment Block (handled by resource user_015) (+3d) Clear Invoice (handled by resource user_002) (+53d)
V0104,Create Purchase Order Item (handled by resource user_057) Receive Order Confirmation (handled by resource user_029) (+1d) Record Goods Receipt (handled by resource user_034) (+2d) Vendor creates invoice (+9h) Record Invoice Receipt (handled by resource user_235) (+5d) Remove Payment Block (handled by resource user_023) (+23d)
V0105,Create Purchase Order Item (handled by resource user_084) Change Approval for Purchase Order (handled by resource user_243) (+22h) Change Price (handled by resource user_071) (+28d)
V0106,Create Purchase Order Item (handled by resource batch_03) Receive Order Confirmation (handled by resource user_029) (+7h) Record Goods Receipt (handled by resource user_062) (+21h) Record Invoice Receipt (handled by resource batch_01) (+194d)
V0107,Create Purchase Requisition Item (handled by resource user_033) Create Purchase Order Item (handled by resource user_033) (+10h) Change Quantity (handled by resource user_033) (+6d) Record Goods Receipt (handled by resource user_035) (+23h) Vendor creates invoice (+14h) Record Invoice Receipt (handled by resource user_235) (+3d) Clear Invoice (handled by resource user_002) (+74d)
V0108,Create Purchase Order Item (handled by resource user_105) Record Goods Receipt (handled by resource user_082) (+28d) Record Goods Receipt (handled by resource user_082) (+6d) Record Goods Receipt (handled by resource user_082) (+30m) Rework observed: Record Goods Receipt was repeated (seen in 129 cases).
V0109,Create Purchase Order Item (handled by resource user_038) Vendor creates invoice (+5d) Record Goods Receipt (handled by resource user_029) (+10h) Record Goods Receipt (handled by resource user_029) (+2d) Record Invoice Receipt (handled by resource user_013) (+56d) Remove Payment Block (handled by resource user_015) (+54d) Clear Invoice (handled by resource user_002) (+2d) Rework observed: Record Goods Receipt was repeated (seen in 128 cases).
V0110,Create Purchase Order Item (handled by resource user_089) Block Purchase Order Item (handled by resource user_089) (+24d) Delete Purchase Order Item (handled by resource user_089) (+34m)
V0111,Create Purchase Requisition Item (handled by resource user_451) Create Purchase Order Item (handled by resource user_038) (+8h) Change Price (handled by resource user_038) (+6h) Record Goods Receipt (handled by resource user_029) (+3d) Vendor creates invoice (+6h) Record Invoice Receipt (handled by resource user_020) (+50d) Clear Invoice (handled by resource user_002) (+2d)
V0112,Create Purchase Order Item (handled by resource user_060) Change Approval for Purchase Order (handled by resource user_243) (+3h) Receive Order Confirmation (handled by resource user_029) (+29m) Record Goods Receipt (handled by resource user_056) (+3d) Vendor creates invoice (+1d) Record Invoice Receipt (handled by resource user_020) (+3d) Clear Invoice (handled by resource user_002) (+73d)
